5.314025555,4.456227566,15.75647985,17.35348133,12.34870974
4.585825074,5.331393478,29.24279032,80.9466878,42.21131256
2.311351149,7.568260014,28.94479475,84.21863079,64.11939651
4.872839385,3.833702366,25.04281186,65.36538672,66.78862449
6.837488995,6.976027548,15.12645457,17.17003905,78.73816552
5.132651633,5.996794683,10.93660556,14.43362913,12.54101296
4.219501063,7.750757116,15.70310393,90.06163811,43.64738707
7.675368735,7.521386322,15.52544427,78.70250231,84.08756999
7.949392901,3.563128158,21.55277082,21.93442536,15.92585916
4.92908347,5.960044024,14.56905027,12.99093511,2.441432074
2.831943824,7.605983104,27.08843417,83.23622864,61.07020604
4.882653882,4.491664367,24.23051757,57.96091016,4.342567836
4.604816643,6.58111724,30.21327089,76.56963559,25.60707903
3.459094302,5.930001549,10.84741369,81.62309863,68.36930817
5.551317871,3.86783848,26.40611966,1.473766462,30.97749226
7.22217584,4.651218431,18.04170509,87.06881995,80.13547515
2.904106057,4.863911638,17.66247022,60.78832505,27.38227963
6.906203771,2.718908014,33.89886503,8.490200572,52.65127401
5.278099747,2.644941231,30.67098138,53.64716901,55.28613293
6.360354198,3.941534394,17.89702037,45.59719775,31.96730258
7.583583687,2.190597646,28.34825758,28.17546684,18.21339564
7.326250275,2.578359485,14.07459656,18.41122688,92.73529629
6.228852179,3.822635706,11.00708993,21.79724917,11.85913548
3.465254111,3.499647872,17.44521611,4.157193367,86.09711353
6.483956108,5.287264837,33.39713808,41.89810825,5.067154961
4.084715961,7.59400306,34.95136033,39.36154335,62.34325582
2.680322063,7.782184908,24.4341886,89.76304257,92.82559684
6.7191058,6.275696361,33.95450872,21.2311786,15.28511155
3.326133245,7.915515107,21.78141853,58.94109166,80.22193259
7.211122679,7.940338279,26.61346994,49.33606002,37.87781586
7.904061743,3.728424713,11.61784885,21.85945655,64.21342267
5.108907166,6.206214912,25.43633727,68.64822272,97.12675983
4.751461696,3.505096982,34.17410327,58.58964046,12.11309036
2.340606471,6.026553429,10.50630374,29.28577551,72.09889207
4.100864566,5.222352683,25.8141907,86.36664786,65.0333969
5.972109878,2.894833406,24.85737773,32.44447323,62.61604109
3.949949481,6.613048272,20.78400858,25.53888407,1.870271341
2.464070333,3.845027928,17.76031749,19.43256598,96.98917483
6.466585059,2.607355896,16.5986404,90.69824655,60.59927458
4.362570892,3.059324225,25.4745487,78.00141117,51.96585236
2.3882485,4.946431188,11.16647402,63.79076854,92.13310143
4.382222872,5.983159045,19.44450486,59.4395916,3.916694544
7.295109599,7.07360767,17.68933962,86.70913034,48.56117769
2.56925409,7.334122741,11.99533275,29.36356644,3.794925499
3.467197349,7.472401823,23.42534364,86.55275342,33.5433359
3.914295922,5.34163454,12.59222593,97.11837478,21.67685103
6.803563311,3.947671552,31.82030736,38.75791403,63.08474951
2.657565661,6.593937994,14.75035115,68.7637981,48.6649703
5.878083367,7.709827289,12.6313493,34.33292755,36.49031156
5.977485953,6.359986218,17.77236625,96.26329561,1.959187539
5.814518663,2.905934467,12.46632369,94.2455451,43.86915133
6.065280876,6.644277541,30.84844943,73.11000218,58.98408009
7.151758232,5.431285105,28.08794855,94.85508411,29.31267193
3.605588973,4.167801906,21.60810155,26.78683841,42.68459173
3.48828108,3.287295292,27.34337557,23.96368109,96.83525643
4.271634113,5.892141139,13.01198092,22.19708432,17.65336736
5.864013676,3.976555631,34.19967034,17.06408134,24.46284209
3.498940141,2.962403732,17.71790576,30.72601624,89.03803767
4.952216877,5.491833252,22.31172299,69.76543375,6.855206168
2.286164262,5.632815823,19.37184778,75.99428215,29.87201833
6.755328382,7.704624705,28.04354875,96.28684286,5.533823913
3.048342429,4.19104454,33.34885551,81.14858319,9.442515258
7.402942603,5.097548212,21.91443025,19.65534279,10.20583786
2.70073654,7.046997187,17.76995371,91.28108056,1.188749882
4.522026884,5.248337555,20.64047834,23.68675718,55.35896953
2.355661978,3.442135718,24.24200277,53.10616291,34.9088928
4.451554526,2.114657504,30.67491252,76.80366249,17.0985029
6.728937225,7.75453697,17.66333447,20.20883573,69.75702712
5.658450882,3.727592938,13.49030014,77.26131451,6.171150284
2.657660336,2.895761153,30.37639462,89.93592293,17.22451973
4.857133788,3.151751441,27.02304248,93.48783394,96.07848333
2.638181134,3.357898138,32.32639851,11.55746182,54.12601479
3.649091564,5.566603079,25.02449359,95.54683886,70.39227032
7.490342858,3.022001506,29.8625403,20.20588673,82.29492369
4.060473366,3.45644908,31.7234055,23.39139638,73.21987999
7.762003377,7.981984759,34.13744288,48.30555959,39.96511591
6.527401083,4.327222544,18.24986231,54.89532748,66.87730243
4.314463328,2.670322664,31.30741991,79.4706436,12.62486975
2.561711084,7.272639979,24.81164243,0.067355772,12.30588526
7.550579398,3.252996968,30.74283824,61.27714645,98.76818128
5.845547508,3.752791017,12.38128051,97.90000865,59.86304792
7.436829923,5.154578418,16.26662006,86.60729031,70.1962257
6.771486414,4.893862318,28.26761996,44.65441266,26.07330588
4.341435801,5.313337104,19.72543794,75.81013362,22.85436995
7.93258193,2.349478195,28.07530323,80.24535143,86.59549345
6.927157585,7.155386283,10.65379424,43.1214818,83.78869935
